#Table1
plate,fiberid,mjd,z,zwarning,oiii_4363_flux,oiii_4363_flux_err,oiii_5007_flux,oiii_5007_flux_err,oiii_4959_flux,oiii_4959_flux_err,sii_6717_flux,sii_6717_flux_err,sii_6731_flux,sii_6731_flux_err,nii_6548_flux,nii_6548_flux_err,nii_6584_flux,nii_6584_flux_err,oii_3729_flux,oii_3729_flux_err,oii_3726_flux,oii_3726_flux_err
1001,363,52670,0.168284,0,47.22243,2.012284,2967.426,22.06027,983.0509,9.501654,48.81231,2.681714,39.38846,4.547118,75.94841,1.032238,229.078,3.113465,194.7761,4.573926,157.1419,3.98745
1001,571,52670,0.1956124,0,17.34073,2.69995,477.3876,4.994053,140.6855,3.610343,50.55621,4.515144,42.06846,3.242136,89.33084,1.905014,269.4424,5.745955,80.29974,4.78252,74.21695,4.615977
1679,532,53149,0.2094742,0,43.74475,2.545962,789.3839,5.44712,258.959,3.319543,15.44493,2.601889,15.24845,2.672909,75.36973,1.660783,227.3325,5.0093,68.49895,5.533092,67.81087,5.554061
1810,570,53794,0.1388636,0,28.66679,2.599091,960.975,7.887288,307.685,4.427314,43.47915,3.041934,52.22174,2.907211,46.60625,1.271528,140.5752,3.835218,121.6332,4.977472,100.7209,4.78757
1811,258,53533,0.05600063,0,42.77631,7.660254,2248.282,19.83928,671.2361,12.26144,180.1634,11.00281,160.801,10.83216,478.6054,7.153542,1443.584,21.57671,140.7278,17.77647,268.7667,17.47572
1951,66,53389,0.1443599,0,70.41892,4.679427,1739.676,14.53713,548.4677,8.057199,82.66239,4.440118,83.36619,4.413909,216.0281,3.262181,651.5907,9.839481,126.4149,9.493203,147.3147,9.822657
1951,393,53389,0.1624269,0,17.42155,2.834526,325.1134,5.75549,87.07694,3.714411,44.08694,3.006663,38.29234,3.38168,68.6153,1.699703,206.9596,5.12669,52.10611,4.89795,43.7815,4.84613
2023,162,53851,0.1276831,0,25.48317,2.873005,277.1556,5.114496,88.22294,3.424543,19.77184,2.623725,17.97383,2.428995,36.16579,1.182573,109.0844,3.566909,54.37817,6.292225,43.58084,6.168618
2373,573,53768,0.1287471,0,23.76166,3.155316,841.8481,7.926348,257.4943,4.707169,90.1831,3.431685,76.48553,5.145122,112.3678,1.886736,338.9273,5.690826,147.2645,7.995783,117.0346,7.758616
2375,248,53770,0.1241643,0,20.92953,3.265017,249.8269,5.026422,68.5128,6.214551,36.54263,3.185108,28.31952,3.254027,85.47542,1.796063,257.8136,5.417336,47.99104,5.823655,44.12502,5.794018
726,539,52226,0.1580772,0,95.03822,3.750837,1658.888,10.95845,492.3861,6.078808,76.43616,3.726166,80.66788,3.955594,191.286,3.013503,576.9628,9.08941,125.2489,7.554337,110.9085,7.997719
727,112,52207,0.100769,0,35.81626,5.392915,1130.322,10.19561,372.7384,6.58293,128.8396,4.591421,124.7382,4.376884,137.5951,1.958909,415.0185,5.908515,163.3426,13.35488,104.6955,12.6219
790,287,52441,0.04279729,0,124.1426,6.172369,5680.369,39.13364,1890.303,17.19267,466.8116,7.790858,461.1685,7.672468,815.2785,5.616239,2459.068,16.93986,448.6769,16.75648,424.4671,17.01441
932,506,52620,0.1261385,0,78.93478,3.968876,1140.742,10.65807,357.8087,6.202728,197.0892,4.421857,159.0129,4.084407,192.7322,2.958987,581.3248,8.924976,251.0209,7.899052,230.8039,7.80233
997,303,52734,0.07872231,0,25.15938,4.728062,443.5499,7.826572,140.4379,5.93393,102.109,6.61078,90.10801,5.935568,153.919,2.761268,464.2552,8.328613,136.2758,9.295432,71.90527,9.03861
1211,470,52964,0.2754181,0,35.70298,1.754929,415.2055,3.522247,122.4509,2.009956,15.29677,2.035798,17.61165,2.122831,23.40815,0.9978216,70.60437,3.009657,61.73112,3.191245,64.59055,3.218407
1212,172,52703,0.138176,0,70.08041,4.149549,791.1518,8.979348,232.0026,5.44107,111.6832,4.458785,99.30943,4.158667,211.4759,3.19811,637.86,9.646229,159.3074,8.240385,156.721,8.193998
1370,280,53090,0.03782215,0,45.07072,6.798611,2927.245,21.96743,955.9041,11.96614,255.9863,7.687644,263.6323,7.815534,383.295,3.797668,1156.106,11.45463,133.6739,20.82135,372.8488,22.32001
1439,116,53003,0.07855494,0,37.01509,3.69625,395.483,6.163338,131.6162,4.388852,57.97408,4.412204,42.70114,3.681981,109.0897,2.141054,329.0396,6.457908,69.66798,6.61907,42.80315,6.679883
1439,622,53003,0.09428049,0,199.1229,5.085873,3757.594,25.42397,1209.972,11.4886,218.1473,5.346465,182.6372,5.266434,366.5526,3.970077,1105.607,11.97466,656.5599,15.02034,562.8396,14.67462
1747,453,53075,0.06093732,0,69.14832,6.655549,952.9362,11.55847,300.1941,8.271732,123.5927,7.202068,132.6284,7.232175,354.4664,4.960504,1069.152,14.96201,169.1624,12.38339,96.62585,12.13099
1812,451,53795,0.167061,0,27.17393,3.212821,781.4885,8.294922,235.1397,5.223118,52.51211,3.591343,37.35547,6.151634,102.8555,1.965501,310.236,5.928398,66.09201,5.9823,64.06691,6.072865
1950,344,53436,0.137954,0,27.49327,2.693181,533.0683,6.984499,176.5154,4.155047,25.63659,2.706443,24.16302,2.547286,31.26159,1.037328,94.29218,3.128818,46.73993,3.612974,39.21221,3.541326
2021,27,53475,0.1400099,0,61.82159,5.052871,2082.807,17.01164,640.6329,9.225201,133.4747,5.553824,129.6406,5.059576,202.9203,3.196794,612.0546,9.642259,206.9886,11.44832,228.5622,11.53568
2021,278,53475,0.1678089,0,16.38456,2.586024,339.9629,5.545318,104.619,3.908123,31.00824,3.010996,36.84968,3.41403,52.63017,1.210909,158.7448,3.652378,51.57357,5.867507,34.26051,5.570667
2090,87,53463,0.1604291,0,25.28526,3.413517,416.3901,7.000159,126.9013,4.70897,45.05697,4.239928,45.60959,3.59491,82.34387,2.035752,248.3681,6.14029,33.60799,5.771707,60.18297,5.929449
2159,294,54328,0.1274811,0,26.0816,4.155612,614.7323,7.836658,157.1441,5.076449,90.41373,4.144344,63.39482,4.085301,113.3356,2.541651,341.8464,7.6662,137.2362,10.24562,99.88582,9.176034
351,188,51695,0.1648411,0,21.85506,3.545816,510.8186,6.875665,158.4659,5.178332,53.32502,5.915413,41.4604,4.481553,89.35404,1.783613,269.5124,5.379782,113.9077,7.403439,58.27211,7.318286
351,212,51695,0.06884944,0,17.68322,3.299313,236.3776,4.475896,70.30743,3.255159,28.32004,2.420928,19.56902,2.351829,36.30181,1.115806,109.4946,3.365526,106.4968,6.484846,48.19879,6.110852
412,129,52258,0.08017637,0,146.3986,10.38277,1637.148,18.57216,483.3239,11.86597,48.34189,7.066799,54.83387,7.246361,350.9555,6.188044,1058.563,18.66455,120.9308,15.23819,92.00785,15.04321
539,328,52017,0.1220035,0,13.95214,2.722357,186.9474,3.812208,55.22713,2.989396,20.41932,2.090759,19.13972,2.116297,27.01657,0.985337,81.48822,2.972001,34.00656,4.005466,24.49174,4.070304
958,128,52410,0.07112775,0,22.68446,3.913395,385.0906,5.968498,111.3119,4.279532,43.96603,3.71026,45.83289,3.332076,70.69762,1.644697,213.2403,4.96078,63.36677,7.636281,49.23997,7.975237
1019,393,52707,0.134916,0,49.6726,5.557135,1172.587,11.50736,321.8684,7.468408,56.25862,7.855345,81.52068,7.314852,215.7787,3.272024,650.8384,9.869169,104.6891,14.89334,77.32124,14.82526
1019,503,52707,0.1074623,0,30.19195,3.141466,1303.259,10.96228,411.7822,5.902505,74.264,3.401749,83.71069,3.182664,115.2701,1.746083,347.6812,5.266582,72.67745,5.83102,122.0364,6.012188
288,544,52000,0.1572411,0,15.02018,2.209842,314.6772,4.277091,99.55276,2.889794,12.375,2.216362,11.96797,2.277066,43.64244,1.091157,131.6357,3.291179,25.89197,4.207494,20.8661,4.070017
1391,471,52817,0.1497124,0,50.42657,4.583593,4191.519,26.55473,1384.583,12.74992,260.4254,7.038207,243.4964,5.761697,334.2609,2.949037,1008.208,8.894967,255.0981,14.34138,557.4393,15.47939
1461,512,53062,0.2158767,0,16.35005,2.725819,381.3163,4.838516,109.6801,3.387746,38.76452,3.357391,37.39505,4.23363,100.6001,1.930628,303.4332,5.823213,61.53943,4.61211,38.49075,4.573867
1626,609,53472,0.08494692,0,107.1037,6.708647,1439.209,14.7921,432.9546,8.978209,138.6374,6.334125,104.2559,5.999454,401.3443,5.118477,1210.547,15.43849,202.7169,12.80995,162.5534,12.46656
1694,306,53472,0.06138497,0,54.32092,3.79234,948.9385,8.929044,290.1533,5.281947,104.6917,3.450099,114.513,3.509501,111.4116,2.011899,336.0431,6.068346,158.9596,10.42305,122.1743,10.24543
1959,270,53440,0.2223833,0,23.81491,3.690983,389.5178,5.304964,108.0821,4.191277,32.62181,5.315489,34.49553,5.683596,55.67282,2.365195,167.9221,7.133965,66.19549,8.190198,62.84467,8.133755
2032,220,53815,0.06683187,0,64.79745,3.968178,1376.014,11.73055,432.1399,6.453519,115.5593,4.222301,98.1741,4.045504,188.6774,2.719795,569.0945,8.203522,209.7599,9.560549,167.3776,9.009659
2033,57,53476,0.1894373,0,32.65628,4.333756,492.1531,6.96018,122.2293,6.20907,66.16502,5.788387,64.61938,4.647002,184.166,2.986768,555.4871,9.008774,98.64066,7.672547,67.19918,7.470552
2103,30,53467,0.165717,0,27.44534,2.62062,563.6403,7.006272,185.2074,4.317812,50.43641,2.428176,44.69908,2.604198,53.52412,1.029779,161.4411,3.106048,142.6043,5.538927,114.1083,5.359873
294,194,51986,0.1701931,0,112.9539,6.190507,1847.608,15.26847,541.423,10.23793,88.72282,7.51026,92.43325,7.176586,374.438,5.360864,1129.392,16.16959,113.5778,12.89327,134.1299,13.51545
469,453,51913,0.1891566,0,18.05185,2.685839,524.1786,4.894219,138.5266,4.485547,53.71307,3.11226,42.35286,2.788443,108.1343,1.554214,326.1579,4.687862,52.97733,4.777118,58.9609,4.735955
469,463,51913,0.1068421,0,30.61236,3.369146,513.0469,6.108658,158.2225,4.161005,100.3725,3.540996,82.82448,3.257698,227.5233,2.193661,686.2628,6.61658,113.2171,5.915108,67.85999,5.637764
605,571,52353,0.07656376,0,18.15108,3.44201,652.3051,7.509617,206.1369,4.791328,158.4301,4.319879,154.6169,5.0965,127.603,1.764238,384.88,5.321344,92.06904,13.5726,200.9912,10.15078
606,290,52365,0.1808696,0,52.44941,3.559189,1290.141,7.207759,399.517,5.457589,104.6603,3.806793,104.4954,3.590883,249.6057,2.311409,752.8684,6.971736,179.5076,8.535069,125.0158,8.47618
606,390,52365,0.1807441,0,17.47981,2.494984,332.2409,3.84793,101.9156,3.327525,37.14242,2.281037,33.95982,2.137567,57.56544,0.9666705,173.6307,2.915698,45.99793,4.101328,56.51736,4.057211
946,356,52407,0.09028227,0,44.96211,4.830208,1447.243,11.47276,425.0921,6.724816,130.7312,5.414744,114.0586,5.644949,214.0416,2.697174,645.5989,8.135289,105.8617,10.14742,178.455,10.39356
1009,346,52644,0.259182,0,104.6292,4.588901,870.2206,9.842221,258.4536,5.3718,51.46217,5.881968,40.93193,4.843572,219.3771,3.889395,661.6919,11.7313,114.991,7.333824,88.99627,7.206554
1010,248,52649,0.1365027,0,17.10354,2.031529,190.4249,3.55672,53.3433,2.397328,19.42101,2.741543,16.01829,2.002846,39.9241,1.2921,120.4203,3.897267,22.17754,3.059534,33.27354,3.16058
1226,623,52734,0.06897577,0,40.89321,5.321371,1404.348,13.61928,454.002,8.131886,140.4715,5.137409,133.9708,5.126478,139.5757,2.723779,420.9924,8.215538,98.48711,10.22873,232.202,10.82146
1227,29,52733,0.08525841,0,131.7393,9.426705,2565.135,22.82996,720.1442,13.5724,75.78792,8.355196,98.58008,8.304675,452.7431,7.204201,1365.578,21.72951,203.1865,18.62498,137.8987,18.41952
1377,554,53050,0.1604147,0,39.93824,4.382257,1319.194,13.21955,404.3058,7.704784,101.9273,5.542002,84.40302,5.107234,179.7358,3.689759,542.1246,11.12915,171.451,8.956609,174.0524,8.97149
1378,476,53061,0.0628245,0,20.48245,3.423317,417.8409,6.011342,121.8533,4.370936,67.91085,4.083457,69.3698,4.130053,144.5564,2.169988,436.0153,6.545177,105.7714,6.087326,64.53827,6.155653
1447,599,53120,0.03150504,0,62.32876,11.31893,6151.587,39.1381,1992.151,22.37292,1463.458,26.43908,1172.461,25.4938,2221.298,14.69637,6699.946,44.32759,1083.985,40.36164,823.3067,40.82291
1625,332,53140,0.07091313,0,46.71299,4.62134,876.4211,9.152766,257.2099,5.899559,221.5559,5.501436,180.0168,5.252192,333.5012,3.659653,1005.917,11.03835,102.7327,10.45181,191.1259,10.82232
1625,463,53140,0.09310087,0,26.80631,2.558118,871.1572,7.768804,283.2108,4.253298,173.651,3.988284,127.1949,3.005453,89.91957,1.126386,271.2182,3.397435,424.4221,8.441685,360.8319,7.676303
1758,551,53084,0.1291989,0,82.36162,5.968906,1713.937,15.20484,494.9838,8.978877,161.3021,6.164667,165.8224,8.840847,366.385,5.041291,1105.102,15.20568,198.9398,11.84857,158.031,11.80199
1759,175,53081,0.2277385,0,28.23572,3.088509,1506.469,10.83229,491.2808,5.582298,53.67797,3.990279,73.59564,4.100312,81.28835,1.589952,245.1844,4.795658,234.3823,8.261441,137.5888,8.006191
2033,444,53476,0.1067201,0,23.80115,4.143643,1933.379,16.15403,636.1729,8.47422,160.487,4.599933,162.6612,4.326913,211.2234,2.485033,637.0986,7.495426,171.2128,8.599147,233.4749,9.031453
2418,584,53794,0.1991766,0,44.74162,4.260719,1556.03,8.392708,445.3848,6.120337,120.0926,6.350948,144.7554,6.054516,280.2352,3.943682,845.2541,11.89504,226.9308,14.75352,211.6849,14.72504
2418,629,53794,0.1445548,0,65.42886,3.772732,697.7091,7.452258,219.1493,5.106946,36.49716,3.453662,29.82988,3.358355,96.72786,1.882375,291.7535,5.677672,64.02596,6.23603,51.22591,6.340698
2419,83,54139,0.04673634,0,89.09077,5.219807,2583.488,16.29741,695.1002,9.124893,224.6152,8.329591,251.6304,8.184905,321.2982,6.382765,969.1097,19.25187,621.3203,19.11798,275.5096,18.18822
421,405,51821,0.1089964,0,87.73916,6.007434,1372.571,14.2891,407.0237,8.113359,70.98065,4.488277,62.95651,4.419743,157.5357,3.514095,475.164,10.59931,222.9691,10.38557,161.7928,11.37632
487,154,51943,0.2892594,0,16.60129,2.00155,321.5208,2.37265,95.33246,1.876375,34.3054,4.492057,32.38834,3.775156,85.3338,1.143445,257.3864,3.44889,72.56157,3.752166,45.31483,3.656172
621,467,52055,0.2136159,0,15.75232,2.593233,655.5078,5.977846,211.1,3.687282,18.51298,2.825483,25.32878,2.943637,63.35098,1.789131,191.0812,5.396428,43.86417,4.759094,31.41464,4.156385
622,331,52054,0.2464913,0,28.91271,2.928557,344.2443,4.325864,83.04207,3.114743,46.93861,3.83459,44.74532,4.41697,72.55468,1.979009,218.8417,5.969142,53.19348,5.344843,72.92281,5.408952
898,454,52606,0.1715627,0,14.04753,2.381083,1070.345,6.949548,340.0453,4.31939,109.9385,3.683992,93.99027,3.691129,134.3505,1.592891,405.2321,4.804522,85.31731,4.758566,133.8572,4.986103
1399,497,53172,0.2015757,0,40.16852,3.128546,894.5275,7.136894,280.5533,4.833006,40.39145,3.646147,42.96112,3.447314,43.17487,2.169427,130.2254,6.543486,96.67574,5.65759,66.87463,5.616651
1572,457,53177,0.04334568,0,33.35097,3.541301,856.354,8.917228,271.0351,5.010101,98.3696,3.269978,75.38846,3.054133,81.45931,1.550783,245.7001,4.677515,161.8545,7.258639,170.1824,7.493552
1572,478,53177,0.05918172,0,39.07494,3.67733,894.6655,7.91477,280.8486,5.084564,376.159,5.658702,317.8652,5.418945,403.9055,3.10429,1218.272,9.363246,342.192,12.93635,443.4777,12.81499
1769,592,53502,0.07033616,0,68.70444,4.671805,1717.181,16.13845,547.6575,8.424353,73.16642,4.914964,84.49494,4.994004,172.5442,3.287516,520.4332,9.915898,139.6494,7.726443,155.1311,7.829931
1770,158,53171,0.08466623,0,37.02039,4.188077,1333.595,12.04843,433.2751,6.8966,391.5986,7.454132,337.6,6.833562,402.7248,3.282033,1214.711,9.899361,499.4656,14.81636,426.2967,14.32672
1832,297,54259,0.07351817,0,43.83081,6.097212,4697.307,30.37759,1534.112,14.98634,657.0367,11.29435,657.6983,11.39984,1071.081,7.262782,3230.626,21.9062,372.3299,16.39536,511.0677,16.84602
1832,386,54259,0.08070237,0,59.07603,2.903718,1059.162,9.370909,332.6219,4.848193,58.42732,3.071032,57.71711,3.336488,73.93153,1.655379,222.9946,4.993001,76.98511,4.937679,92.5274,5.080523
1832,555,54259,0.08461295,0,25.08141,3.512419,184.428,4.618839,52.61266,3.719253,45.33086,4.141063,35.18258,3.922406,85.29955,1.899988,257.2831,5.730795,55.2937,6.932127,45.26905,6.630251
2169,186,53556,0.2625101,0,44.24813,4.023417,1221.733,9.624921,386.8061,5.855021,54.04926,5.166308,56.35822,6.766628,45.38324,2.456728,136.8863,7.410051,66.1167,9.006357,151.291,9.482635
2420,470,54086,0.2768666,0,23.9594,2.938071,328.4939,3.22501,70.87135,2.478827,34.17038,3.56388,43.35595,3.969385,116.8659,2.41929,352.4946,7.297128,89.93308,5.828647,30.95333,5.742301
292,589,51609,0.07113216,0,35.0502,5.302841,1525.531,11.84699,492.8652,7.449814,156.5761,5.414885,152.5075,5.312661,185.8212,2.286193,560.4796,6.89568,134.1918,15.10598,282.4562,15.39452
358,328,51818,0.0659427,0,26.24297,3.54515,990.9,9.121333,323.0106,5.405759,112.5955,3.595708,79.67537,3.466542,141.3843,1.797819,426.4477,5.422632,142.2461,7.100616,153.6997,7.150154
412,400,52258,0.1074382,0,128.0056,6.809536,1271.22,11.83086,318.2478,7.914657,125.6842,6.335489,98.63132,6.062233,424.8428,5.316297,1281.424,16.03516,107.6559,15.94959,190.862,16.1948
603,95,52056,0.2201102,0,77.66125,5.770219,1706.842,12.65914,518.5077,7.604346,77.47509,7.093411,86.10717,6.363063,254.8028,4.371187,768.5441,13.1845,203.3558,13.73668,84.53207,13.65821
874,513,52338,0.04293587,0,39.10442,6.278871,1107.521,12.9625,351.3305,8.400619,154.1307,7.597781,144.3541,7.556286,347.2792,4.58286,1047.474,13.82295,158.6981,12.57723,94.54601,11.92185
874,627,52338,0.1192189,0,27.01539,3.793752,1580.115,11.88792,503.4371,6.654167,259.2316,4.793962,233.266,4.70795,255.7246,2.347591,771.3245,7.08087,211.4881,10.44517,317.6502,10.69959
940,20,52670,0.1216474,0,27.69304,3.929732,384.7463,6.500331,125.1999,4.679576,102.3788,3.995981,77.5124,3.675291,77.92946,1.863331,235.0532,5.62023,126.1031,8.816792,169.6032,9.150862
940,374,52670,0.1306972,0,27.25595,3.704907,316.7885,5.913952,90.57825,4.163624,28.51679,3.842128,27.48817,4.966781,88.20869,2.039258,266.0578,6.150865,43.31373,5.117039,29.71572,5.104598
1304,380,52993,0.09866758,0,14.90314,2.691609,452.4942,5.428171,145.913,3.609415,46.84788,2.908802,45.59264,3.058536,104.7033,1.490253,315.8093,4.494943,83.96212,4.392664,47.75518,4.339499
1304,396,52993,0.1223662,0,13.23832,2.299179,157.7008,3.053782,50.50764,2.432112,44.43748,2.075684,34.16789,2.061094,84.39254,1.047975,254.5474,3.16093,52.11849,3.501404,31.14975,3.332071
1304,411,52993,0.04979132,0,20.96591,3.139937,185.368,3.999223,49.33336,3.282395,65.8205,3.235262,50.21632,3.454204,124.7079,1.661749,376.1478,5.012212,71.2083,6.115463,82.8495,6.123322
1304,428,52993,0.05997318,0,59.64648,4.25617,1726.694,11.19427,482.1169,6.690335,208.0297,5.549945,218.6097,5.4924,557.7197,5.003735,1682.211,15.0924,182.4168,9.77408,71.01492,9.55502
1683,341,53436,0.05361078,0,60.32875,4.877793,1020.975,10.60135,297.1974,6.549126,132.7232,5.15173,129.7173,5.146645,189.7808,3.731776,572.4228,11.25589,187.8316,10.05705,58.993,9.538135
1749,274,53357,0.1794929,0,18.79259,2.41143,480.5931,4.634101,138.9895,3.643217,33.81434,4.033613,38.33799,2.827652,66.33059,1.423658,200.0684,4.294077,79.91528,5.540893,106.3658,5.591757
1749,532,53357,0.2336482,0,13.43201,1.999424,467.2579,4.423175,148.715,2.551518,34.92271,4.033723,29.62115,3.354546,45.40721,0.8740875,136.9586,2.636447,42.2894,3.138,44.22192,3.170222
1814,573,54555,0.129768,0,173.3682,9.969752,4178.405,28.27384,1157.868,15.75234,397.5078,12.81634,552.2657,15.63265,1194.589,10.76897,3603.156,32.48167,339.0425,26.66846,371.6604,26.7614
1955,507,53442,0.1093813,0,52.65937,6.486543,2316.481,20.62445,717.9069,11.22454,185.0885,7.308383,153.3626,7.139472,336.415,5.731784,1014.705,17.28836,366.3111,12.85014,217.8647,12.47723
1955,545,53442,0.1113527,0,41.39942,3.354806,1233.899,12.16629,399.0587,6.166425,51.33166,3.335186,46.57516,3.506753,71.41426,1.982731,215.4019,5.980369,107.9992,5.172991,73.86767,5.052625
2099,186,53469,0.2214393,0,42.65934,5.051875,481.9066,7.159431,123.0116,5.593798,42.78542,6.326625,35.46713,5.852337,93.60348,2.862096,282.3297,8.632732,60.15547,11.17384,84.43053,11.26542
2099,370,53469,0.06855564,0,24.90121,4.769216,1029.651,11.27104,332.4972,6.865286,181.1803,5.239019,160.395,5.13712,334.3024,3.222073,1008.333,9.718507,130.3359,8.358413,118.4774,8.356639
2168,400,53886,0.2671891,0,58.85789,3.34794,1742.087,12.34628,537.4366,5.930101,120.7942,4.80657,118.0832,4.470584,138.4971,2.974257,417.7391,8.971036,215.4892,6.952621,220.7623,6.924549
2431,621,53818,0.1554891,0,33.56194,3.547114,1284.434,12.11263,430.8266,6.781419,108.4799,5.449242,75.54211,4.630508,74.19485,2.364762,223.7888,7.13266,219.3752,8.23282,201.6619,8.104043
2433,92,53820,0.3422666,0,25.3703,3.359768,883.1507,6.056746,269.5604,3.407208,118.5551,7.167723,90.25057,7.606906,73.57391,3.996888,221.9159,12.05552,178.3303,7.698205,117.6662,7.493978
2433,531,53820,0.1341636,0,31.28087,2.455786,410.0379,5.13092,126.8726,3.225685,31.18214,3.127316,27.50576,3.187473,42.96035,1.174551,129.5783,3.542713,37.67366,4.261108,27.4737,4.030735
2435,435,53828,0.07330082,0,50.91892,3.698699,1681.127,11.76029,544.2726,6.414807,234.1946,4.468336,205.9946,4.302245,283.1909,2.58476,854.1691,7.796226,239.4221,8.001515,241.8822,7.449437
362,9,51999,0.2154252,0,41.9486,3.546247,393.938,5.004242,104.5504,3.655533,34.73595,3.715703,40.95765,3.736347,155.0639,2.813468,467.7084,8.486062,100.0376,7.434451,37.90224,7.130906
413,535,51821,0.06709954,0,38.77613,4.566841,525.6833,7.518293,168.8407,5.15516,58.96723,3.765156,53.33578,3.918936,114.1769,1.834563,344.384,5.53346,86.38595,9.408895,71.78203,9.437692
544,344,52201,0.03316471,0,82.17889,9.318147,2111.33,24.41693,635.647,13.69785,177.6025,9.375976,163.2964,10.1513,243.3913,5.413135,734.1242,16.32725,168.9088,15.78743,162.4796,16.02202
676,453,52178,0.07247547,0,69.46125,5.588955,2994.792,16.28184,968.9937,8.858161,148.1594,4.284174,165.1263,4.251524,309.5009,2.491524,933.5261,7.515002,113.6817,11.88011,244.48,12.10225
677,244,52606,0.1170413,0,55.6972,4.459053,537.0812,7.410331,140.9849,5.1431,54.79973,3.771442,49.01809,4.120894,154.6936,2.718331,466.5917,8.199105,42.93991,8.000082,81.42939,8.171695
1018,224,52672,0.08111678,0,24.05169,3.93043,287.846,5.19131,77.31174,4.062151,117.2543,4.113746,91.73746,5.300584,182.3625,1.942734,550.0472,5.859729,141.3718,8.625929,145.6702,8.667737
1165,231,52703,0.04591636,0,110.9206,9.923402,2679.354,22.6441,768.2245,13.63065,329.7835,11.11352,316.1312,11.11153,622.7945,7.775519,1878.492,23.45273,341.8463,23.88218,368.0587,24.00713
1460,481,53138,0.07328262,0,30.37378,5.753228,392.7844,8.296668,76.46664,5.918229,106.5778,5.57379,95.47763,5.521034,160.0484,3.894811,482.7428,11.74764,88.66574,9.632291,87.92137,9.614342
1825,257,53504,0.08359461,0,21.91484,3.623001,813.0148,8.137672,263.1005,4.989088,119.9648,5.073912,101.9329,3.609676,122.7789,1.507005,370.3295,4.54547,136.6129,9.38036,142.5083,9.558077
2437,610,53848,0.02714456,0,44.37695,6.575962,1238.378,13.09231,378.1155,8.830365,577.3607,11.49279,493.0603,10.97365,589.1558,5.422145,1777.03,16.35443,302.2254,32.26945,1042.627,47.74942
2439,454,53795,0.1486039,0,31.74312,3.507527,302.0212,5.587246,80.895,4.311095,28.3898,5.36206,23.73754,3.363324,85.19234,2.032186,256.9597,6.129536,37.54573,6.061568,34.68892,6.116523
521,639,52326,0.08670225,0,38.66403,3.467529,447.4265,5.841477,140.7238,4.064437,34.08303,3.178083,32.3815,3.890675,65.88653,1.79961,198.729,5.428032,33.59267,5.258539,73.70402,5.723448
870,486,52325,0.1323601,0,17.22622,3.393003,311.3211,5.442225,90.28039,3.89774,47.45995,6.059404,44.45833,3.979477,68.00436,1.383733,205.1169,4.173654,60.15136,5.737601,42.76052,5.806416
872,147,52339,0.1061291,0,27.41441,4.081048,1333.109,11.06354,417.3567,6.726643,491.8458,7.614984,353.4069,7.029767,420.1301,3.875589,1267.209,11.68966,375.5412,17.01916,539.0129,17.26328
1004,182,52723,0.1816116,0,23.49023,4.11379,2056.334,11.62055,688.4966,7.658434,526.1333,7.920823,427.1074,7.453084,435.7343,3.814305,1314.275,11.50481,719.0377,18.37216,514.1673,17.64222
1316,617,52790,0.2115685,0,44.51045,3.662699,799.3422,7.133395,246.4209,4.584121,30.60694,4.116911,25.91054,3.925958,88.9557,2.499568,268.3109,7.539265,118.7297,7.123314,42.3146,6.821484
1317,20,52765,0.3200656,0,147.9637,6.70434,2684.282,17.41504,808.6801,8.807843,186.7803,10.63466,154.3558,13.14576,276.1784,5.182763,833.0177,15.63239,417.4333,15.28599,367.4009,15.19393
1385,631,53108,0.1243811,0,18.32871,3.405062,1163.207,9.965564,371.4151,8.869073,204.5611,4.285712,168.744,4.286014,250.2076,2.291679,754.6838,6.912225,375.049,10.20226,171.4532,9.583046
1459,275,53117,0.1830684,0,17.99863,3.363697,239.0544,4.543201,57.51716,4.05044,27.55899,3.30743,24.7799,4.393573,44.60017,1.632272,134.5244,4.923303,74.49116,6.7953,76.32195,6.801176
