#Table1
plate,fiberid,mjd,z,zwarning,oiii_4363_flux,oiii_4363_flux_err,oiii_5007_flux,oiii_5007_flux_err,oiii_4959_flux,oiii_4959_flux_err,sii_6717_flux,sii_6717_flux_err,sii_6731_flux,sii_6731_flux_err,nii_6548_flux,nii_6548_flux_err,nii_6584_flux,nii_6584_flux_err,oii_3729_flux,oii_3729_flux_err,oii_3726_flux,oii_3726_flux_err
1656,148,53533,0.1832336,0,44.60937,5.186079,1041.993,9.165763,306.168,7.262864,132.7425,6.065499,147.6924,7.842179,245.9458,4.136962,741.8293,12.47802,248.0228,12.35925,113.9844,12.1065
1785,214,54439,0.1420046,0,33.70122,3.863373,678.0901,8.196089,198.41,5.395875,73.14561,4.449888,81.64605,4.365008,151.0863,2.34826,455.7111,7.082886,108.9189,7.208106,61.8192,6.961826
1850,120,53786,0.2594693,0,36.68467,3.801706,564.3221,6.595341,170.8333,4.262508,45.12791,6.158746,43.82358,4.984264,43.10609,2.922868,130.0179,8.816035,100.286,8.935863,92.89748,8.996195
1850,531,53786,0.2204602,0,70.68627,2.879469,1718.128,8.824532,532.405,4.365175,62.61668,2.963823,66.76144,2.847122,150.8653,1.890826,455.0446,5.703162,169.616,7.503515,228.6732,7.649428
1997,126,53442,0.03814846,0,48.31844,6.160813,1396.468,13.93178,411.1228,8.641954,139.2531,6.322268,144.4257,6.279333,256.866,3.886182,774.7672,11.72161,218.9527,14.85118,188.709,14.66136
1997,404,53442,0.07983591,0,73.00325,6.264604,1098.298,12.00654,314.3622,8.497422,277.7298,9.480224,273.3878,9.305297,436.9762,5.372942,1318.021,16.20602,361.1038,15.98474,391.9893,16.22662
2654,560,54231,0.1160213,0,17.38251,3.088732,686.9243,7.539057,223.7502,4.731956,65.72503,3.600955,62.77691,3.517606,121.7197,1.979799,367.1348,5.971524,117.2794,5.88846,85.44834,5.705523
2656,70,54484,0.2223449,0,64.89772,3.922757,467.541,5.301716,116.1137,3.576149,41.31458,3.129925,33.17628,3.096895,143.6981,2.296818,433.4266,6.927726,71.52453,7.715865,49.40651,7.771073
2656,196,54484,0.2596178,0,17.43438,2.450278,247.317,3.885314,70.84769,2.4237,30.09177,3.209838,19.6772,2.397309,34.54832,1.353573,104.2057,4.082683,36.83931,4.175402,46.85496,4.138932
2658,213,54502,0.1166566,0,64.42673,4.803196,3032.764,18.95387,964.2528,9.638316,258.9324,6.747847,265.6811,6.849233,273.3589,3.488887,824.5137,10.52328,519.8243,21.58728,432.4902,21.6781
2662,57,54505,0.2234823,0,20.87569,1.990077,532.7866,4.935871,173.1494,2.886323,30.7166,1.957866,31.05703,2.073561,29.765,1.050647,89.77811,3.168989,97.30732,4.143047,96.82359,4.096097
381,220,51811,0.108064,0,26.79934,3.246373,379.2195,5.311712,117.5352,3.59148,32.15263,2.185859,33.26674,2.143343,46.10575,1.143438,139.0656,3.448869,30.12143,4.796935,36.33251,4.891539
762,498,52232,0.2543997,0,664.1393,18.62509,6907.551,48.80487,1736.555,25.6985,162.1586,15.2842,165.8421,14.10594,935.978,15.75774,2823.126,47.52892,619.1475,34.48374,594.2822,34.49012
830,4,52293,0.09848925,0,39.9499,3.242433,1193.957,9.877158,379.6778,5.443815,123.0674,3.463724,96.67541,3.565874,93.93551,2.005773,283.3312,6.049867,179.187,7.29765,111.9916,7.1327
903,475,52400,0.1457416,0,20.07672,3.097374,308.0198,5.414082,97.44872,4.202723,53.39099,3.177115,41.02284,5.782903,92.31132,1.502269,278.4322,4.531186,73.01546,5.570963,39.10483,5.477667
969,156,52442,0.06315441,0,74.19303,5.174528,3980.938,22.08605,1273.332,10.79183,435.0322,6.816905,430.8853,6.687125,657.709,4.464683,1983.802,13.4665,422.2694,17.34507,566.293,18.03795
1032,54,53175,0.1101719,0,58.21375,3.12481,2522.23,13.55036,836.1385,6.716514,101.7609,2.467499,98.02519,2.560035,125.2837,1.387789,377.8846,4.185888,203.1002,7.626979,243.007,7.811004
1338,485,52765,0.0750982,0,59.92653,4.71292,1017.649,10.23162,322.3228,6.496958,114.6281,4.764015,117.8932,5.187438,226.1144,3.322433,682.0132,10.02122,94.02943,10.13481,96.90061,9.670127
1404,235,52825,0.0482723,0,151.3992,10.31846,3331.184,27.94455,1014.48,16.13018,421.2866,12.89861,381.8979,12.41769,594.1471,9.072581,1792.085,27.36497,522.8538,25.82343,501.7603,26.39927
1713,222,53827,0.2941529,0,29.58906,4.811155,887.068,7.886947,280.8721,5.071251,50.87525,7.962313,50.9484,7.289437,63.24695,2.23696,190.7674,6.747181,128.1737,7.612333,144.3472,7.700114
1713,388,53827,0.1679038,0,40.9469,4.073948,598.0787,8.231085,177.4824,5.878034,97.36328,5.194338,91.72462,5.880502,187.1079,2.548147,564.3605,7.68579,158.3481,9.535564,89.17308,8.772277
1779,594,53089,0.1701211,0,28.7963,3.584659,912.3321,9.498149,288.0889,6.987621,80.71078,6.304131,78.20483,5.038808,112.902,1.915152,340.5385,5.776534,148.3389,7.780285,143.0535,8.571152
1844,172,54138,0.1089337,0,58.42858,3.327886,1091.759,7.976131,316.6157,4.602358,57.57952,2.953068,61.50337,3.008816,245.6595,2.593447,740.9657,7.822426,70.23692,6.329677,79.02267,6.523258
1844,446,54138,0.1936767,0,19.38486,2.476087,463.3539,4.02701,141.6747,3.093013,32.54235,2.965705,27.20341,2.562179,54.68476,1.562745,164.9419,4.713595,42.67178,4.181393,36.35594,4.301174
1988,153,53469,0.1879334,0,17.88449,2.839986,249.3395,4.487397,62.82377,4.610105,28.12306,3.26123,22.89582,3.927205,42.90389,1.543532,129.408,4.655643,41.42449,4.648237,36.03357,4.64819
2123,18,53793,0.07200315,0,67.46642,5.230284,853.0738,10.25928,264.8234,6.295518,54.66576,3.495801,52.97033,3.363007,160.7405,2.664132,484.8305,8.035628,59.58173,10.81088,97.52359,11.29392
2664,270,54524,0.07817235,0,26.47022,4.088941,974.8798,10.41877,314.3009,6.193384,86.2103,4.817439,76.60197,4.070162,108.0559,2.279689,325.9214,6.876061,125.6134,7.653304,102.0633,7.515912
2664,479,54524,0.06372989,0,30.57536,3.980154,304.4729,5.882887,98.96829,4.481749,56.32579,3.695041,42.47952,3.605521,108.3946,2.206936,326.9431,6.656621,47.91757,6.375633,37.14674,6.728269
2665,629,54232,0.0552567,0,23.72248,4.442764,794.3989,9.438565,248.7118,6.053374,76.81792,4.927142,60.94186,4.791332,153.4215,2.949669,462.7545,8.896873,81.85612,7.531809,45.94988,7.271477
2666,86,54230,0.1609604,0,18.20621,3.002749,678.8105,6.681932,202.5277,4.180926,53.37635,3.160274,56.95558,3.271414,114.3501,1.823089,344.9064,5.49885,72.36028,6.341914,67.37267,6.295267
2666,130,54230,0.1937051,0,23.24806,3.057766,448.6936,5.045981,126.1949,3.775073,72.9842,4.099072,63.57055,3.515214,105.5041,2.135167,318.2246,6.440151,77.63428,6.393215,115.6046,6.538297
497,76,51989,0.2064439,0,35.65725,4.840035,4104.377,18.94928,1297.912,9.793153,499.0458,8.810461,449.7877,8.335926,555.4178,4.674551,1675.268,14.09951,732.5317,19.85016,361.4038,19.12243
497,466,51989,0.1277341,0,131.349,8.624486,1036.479,13.80672,252.8979,9.091207,295.3208,8.220741,256.0006,7.994544,515.7663,6.826866,1555.67,20.59138,355.0808,16.94895,321.588,16.7182
632,208,52071,0.218991,0,32.32196,3.271853,939.7028,6.61805,290.073,3.944299,60.09821,3.735591,59.08853,3.373041,106.4461,1.868154,321.0661,5.634778,102.5789,8.221428,84.65908,7.56178
632,309,52071,0.1010617,0,48.71021,4.609423,2169.098,15.15364,659.0451,8.797206,172.3962,4.641716,151.9199,4.164978,211.8785,2.78093,639.0745,8.387918,324.6084,12.04605,241.8539,11.48372
836,153,52376,0.1506146,0,112.6447,4.690994,1550.651,14.38311,494.3244,7.808887,71.13042,4.264684,63.15194,4.37539,252.4632,3.935371,761.4871,11.86998,83.00505,8.670065,151.9196,8.982712
836,453,52376,0.1011093,0,26.74684,4.163434,379.5877,6.550248,106.6373,4.823543,35.71104,3.594047,25.46761,3.147537,70.06386,1.982212,211.3288,5.978804,81.30392,7.705329,52.7544,7.364121
972,433,52435,0.1000162,0,25.50143,2.963384,815.9961,8.034763,272.7695,4.822761,70.10799,2.915989,74.30085,3.098863,115.2451,1.581669,347.606,4.770674,83.09332,5.501546,67.97498,5.446157
972,520,52435,0.09434592,0,99.13276,3.570506,1644.153,13.13908,520.1197,6.571566,75.18139,3.455084,83.32343,3.712295,183.1758,2.863336,552.5006,8.636473,242.7798,7.701262,220.5137,7.662229
1274,363,52995,0.2476696,0,106.7164,3.395626,2170.003,13.15088,676.6166,6.440538,39.1604,4.486208,37.78424,5.223025,79.75319,2.313003,240.554,6.976543,250.2009,7.370137,131.6883,6.937723
1274,492,52995,0.1848132,0,14.98646,2.398891,256.7482,4.021811,69.89139,3.161176,49.94719,3.089148,42.99862,3.370934,72.031,1.721655,217.2621,5.192904,58.22232,4.556195,42.8168,4.514288
1342,548,52793,0.10575,0,251.5589,6.932893,3237.125,20.83954,960.6368,10.78843,125.2073,5.716937,152.1055,5.924131,462.474,5.548184,1394.928,16.73459,444.2559,16.45856,89.36329,15.56056
1408,498,52822,0.2283791,0,39.87276,3.954053,1595.557,11.88674,503.7538,6.695052,84.56552,4.606502,83.89478,4.578087,127.35,2.362878,384.117,7.126978,123.6138,9.184837,110.7877,9.293032
1408,565,52822,0.09727871,0,36.59244,4.861249,1231.877,12.91151,365.4026,7.465822,102.1774,5.74843,89.85136,5.093545,253.9062,3.978074,765.8397,11.99878,145.511,9.201619,75.87849,8.898941
1649,578,53149,0.08976408,0,17.42013,3.478537,1040.497,9.769917,338.7221,5.773195,115.6507,4.726004,117.954,4.707511,106.9376,1.617961,322.5485,4.880137,111.9472,7.724782,113.291,7.77308
1714,299,53521,0.1575816,0,20.25244,3.159879,720.6301,9.333487,217.4895,5.182775,89.86776,4.419579,68.36772,4.993131,129.1875,2.579396,389.6594,7.780046,147.2583,6.353514,112.9769,6.169223
1780,191,53090,0.06749555,0,22.04369,3.165502,1103.658,11.14501,363.4506,5.596725,121.2406,3.336702,103.8046,3.244334,115.6486,1.559633,348.8229,4.704208,109.4981,5.840202,164.7734,6.318739
1781,42,53297,0.03854058,0,20.81778,3.50273,430.1942,6.341428,128.4526,3.950675,55.38581,2.846374,49.65099,2.693879,41.95028,1.473294,126.5317,4.44379,86.93725,7.805935,120.7495,7.91747
1781,71,53297,0.2698193,0,33.13134,3.552713,688.0798,6.33483,200.8319,4.86369,52.05772,4.859136,63.50508,5.919456,174.393,3.138751,526.0095,9.467188,80.02311,7.974194,79.97123,7.973585
1845,483,54144,0.2250198,0,9.932059,1.740176,138.7245,2.507021,42.0331,1.90247,14.4107,1.990055,12.05434,1.93707,28.14521,1.162582,84.89243,3.506612,20.49317,2.710143,19.83878,2.712423
1989,317,53772,0.1658902,0,22.41952,2.948805,373.7726,6.010299,106.3465,4.012773,28.39026,2.888357,31.97614,3.373576,54.84858,1.373776,165.436,4.143622,33.40548,4.702907,63.24893,4.781034
2123,436,53793,0.1644348,0,110.3143,3.654703,3203.618,22.03607,1044.879,10.16517,91.79494,4.096262,99.60999,3.505611,145.0972,2.516052,437.6466,7.588985,171.8927,7.429819,277.7299,7.794981
2123,562,53793,0.165063,0,23.2367,3.348755,866.6236,9.360535,278.4199,5.833949,78.69651,4.518396,70.16288,4.162264,121.8616,2.096582,367.5629,6.323769,76.98625,6.813548,88.76093,6.727714
392,580,51793,0.1210859,0,18.04006,3.287072,113.4975,3.735511,22.93108,3.106091,44.43409,3.047509,29.58776,2.620032,92.87129,1.835025,280.1212,5.534854,37.32094,5.535707,44.84438,5.643538
393,504,51794,0.1097756,0,26.33645,3.664846,1663.445,12.49339,540.9236,6.836438,136.3427,4.147377,130.0693,4.349116,185.1322,2.165573,558.4016,6.53186,240.7549,7.490578,203.1697,7.384986
723,596,52201,0.06500977,0,14.28704,2.475948,370.0214,4.868611,114.8651,3.301361,38.71886,3.046652,16.65833,2.977936,150.5741,2.70962,454.1663,8.17283,46.40578,5.376914,34.11367,5.197559
857,533,52314,0.1166981,0,19.29724,3.512909,609.0355,7.384692,183.4549,4.613884,62.66171,3.187864,61.14868,3.190824,79.98806,1.707805,241.2625,5.151129,57.19572,5.850937,91.52499,5.86518
931,305,52619,0.124545,0,24.95261,3.52854,1683.372,13.12315,532.3842,12.17233,157.4688,4.181929,141.8947,4.344943,227.5585,2.243981,686.3688,6.768357,116.6566,8.081073,184.3312,8.315876
995,125,52731,0.07857986,0,105.4883,3.472466,1430.393,10.1526,476.0086,5.288639,85.5762,3.831697,69.8933,2.32858,114.4938,1.157875,345.3399,3.492415,276.7731,7.538697,196.9955,7.207879
995,486,52731,0.1617644,0,28.35097,3.622659,561.0171,7.047125,146.7771,4.624098,30.73655,3.36108,36.26965,5.125194,105.8914,1.882958,319.3928,5.679429,51.3158,6.353163,33.32139,6.060733
1061,59,52641,0.07663289,0,52.78019,4.951128,2880.864,19.80192,957.9649,10.18042,336.659,6.572113,339.4622,7.449922,324.7182,3.070521,979.425,9.26139,552.6116,19.11835,437.1469,18.40314
1061,116,52641,0.04100384,0,51.78753,6.816567,856.8061,11.52797,257.7353,7.846891,69.5978,6.013225,67.60023,6.023263,180.6531,4.096119,544.8915,12.35483,93.37093,14.68398,117.1228,15.02722
1310,371,53033,0.1803288,0,16.85332,2.612327,524.7697,5.855222,162.4768,4.671889,35.1893,3.889646,33.92031,3.232274,48.7025,1.187382,146.898,3.581415,26.52879,4.723739,40.91706,4.845284
1377,497,53050,0.1365749,0,37.14063,2.694387,1352.399,11.77782,429.4259,5.888499,65.64111,3.907972,60.06969,3.127708,76.7785,1.515911,231.5817,4.572331,132.5545,5.058756,148.5958,5.159116
1628,594,53474,0.1034894,0,65.8602,4.038767,1274.534,10.6512,384.7449,6.070662,202.5429,4.597836,191.5498,4.585917,246.0974,3.229586,742.2865,9.741168,391.9258,9.514832,279.4578,9.052574
1699,309,53148,0.1612024,0,83.02077,5.008322,4493.751,26.40075,1424.057,13.70885,325.6629,8.172739,386.1249,8.076571,453.4589,4.557292,1367.737,13.74583,340.5375,17.08112,567.2487,17.51096
1766,517,53468,0.1386218,0,43.10997,3.203322,519.2523,6.48636,154.6887,4.24083,18.75455,3.067933,24.92671,2.896472,62.9607,1.730608,189.904,5.219909,43.84955,5.735439,39.51395,5.71694
1835,33,54563,0.1142152,0,43.82616,5.159746,1552.226,21.4374,451.3551,7.964384,167.0645,5.377588,147.7658,4.894514,247.8145,3.055669,747.4658,9.216594,202.8555,12.87585,193.8639,12.94158
1835,54,54563,0.2181726,0,43.08203,5.417032,2408.84,15.49653,745.9523,8.313704,225.4647,7.888762,203.4419,7.5103,421.9907,4.908871,1272.822,14.80627,282.3324,16.52835,342.254,16.53483
1992,260,53466,0.1002235,0,97.02504,5.02152,1687.033,14.82823,550.017,7.871441,193.2094,5.094135,162.6091,5.330983,179.7433,3.292416,542.1472,9.930676,230.9728,10.04342,274.6712,10.36454
2130,635,53881,0.1222228,0,23.47549,4.235981,290.4962,6.035651,74.33286,4.769206,71.09398,4.204174,56.65916,4.077712,156.7492,2.116907,472.7917,6.385072,72.83121,7.990633,52.63353,7.956518
340,329,51990,0.1113157,0,20.94118,3.299107,458.7139,5.997818,142.3201,4.090714,31.47598,2.907478,26.78827,3.258445,47.98861,1.73793,144.7447,5.241992,76.97542,5.159487,39.13305,5.01871
449,614,51900,0.09439446,0,15.76562,3.1236,407.5847,5.7078,115.4152,3.927972,137.1008,4.031116,94.53025,4.320271,204.9578,2.205835,618.2,6.653301,230.3919,7.192847,177.2871,6.998917
450,100,51908,0.1423895,0,19.0798,2.517591,130.3609,3.031687,25.12124,2.547166,31.99921,2.262121,24.93941,2.226506,74.80364,1.251359,225.6251,3.774385,35.69666,4.570521,24.34555,4.490207
517,591,52024,0.2384808,0,97.01869,3.603062,1854.345,10.28041,561.0851,5.309758,69.47298,3.660264,61.54765,3.656045,97.16936,2.136522,293.0852,6.444236,199.6734,6.917258,200.3026,6.893044
518,24,52282,0.1584989,0,48.71522,4.256209,679.1911,8.88415,187.9879,5.783806,26.93245,5.158546,46.37277,5.90471,124.9387,3.141855,376.8441,9.476549,67.66437,8.174805,70.89114,8.131824
650,279,52143,0.07390003,0,292.5695,8.656731,6401.678,36.72651,2041.972,17.4302,443.2221,8.323006,421.0759,8.111794,742.2911,7.640249,2238.921,23.04473,588.5411,22.17659,768.7647,22.66263
721,73,52228,0.2466833,0,33.67059,2.662281,1026.04,5.751358,310.6535,3.517315,102.8493,3.676012,111.4113,4.134612,172.0093,1.69481,518.8196,5.111931,135.272,5.53519,165.4443,5.632589
721,214,52228,0.07274643,0,14.49047,2.586432,308.3134,4.035972,97.07638,3.007559,68.02814,2.720787,58.97101,2.687183,58.56633,1.200037,176.6496,3.619586,74.72595,4.476249,64.9132,4.478693
850,613,52338,0.1633103,0,25.14498,3.434247,217.1462,5.405117,52.47516,4.044317,51.72003,3.931998,47.94355,3.426065,96.9522,2.083117,292.4302,6.283154,65.27905,6.97998,45.84639,7.107217
984,125,52442,0.1542091,0,31.10542,3.531589,332.6944,6.10974,97.60332,4.249846,41.07262,6.643869,42.18048,3.165387,64.21446,2.036454,193.6856,6.142408,57.71956,6.98777,73.43719,7.088352
1197,479,52668,0.1600992,0,25.77641,3.240027,1622.339,12.83693,523.404,6.853951,166.233,5.7492,128.3201,4.854744,170.9543,2.340257,515.6376,7.058749,133.3972,7.913975,244.9052,8.245662
1198,388,52669,0.1244632,0,27.52133,4.33785,354.2426,6.461782,86.53589,7.353597,51.81038,4.360681,52.92198,4.58367,132.836,2.782907,400.6639,8.393882,47.29573,8.477284,67.01188,8.729795
1198,403,52669,0.08755858,0,15.77885,2.988355,325.6537,5.411509,91.70886,3.657247,43.23382,2.880717,40.81042,2.919067,40.59398,1.611061,122.4408,4.859327,54.31615,5.044462,26.49598,4.857082
1353,214,53083,0.07435244,0,34.0195,3.256823,755.1284,8.53242,248.8974,4.790464,38.05688,2.456128,34.27687,2.531074,37.3801,1.185975,112.747,3.577172,62.23697,4.847891,71.8701,4.926046
1588,366,52965,0.09565034,0,22.50709,2.705134,1528.57,9.978382,495.9125,5.262527,129.8201,4.041827,93.48005,3.906367,82.58318,1.304948,249.0899,3.936021,185.172,6.498547,168.7758,6.609294
1588,392,52965,0.09797979,0,12.22834,2.276912,329.3229,3.942996,100.8225,2.769139,108.1971,3.217561,76.00183,2.560157,127.6636,1.164971,385.0629,3.513819,85.53808,4.190069,56.79569,4.084062
1730,116,53498,0.2069585,0,69.17986,4.787001,1286.535,9.648861,364.8559,6.124299,32.01316,5.234754,41.64247,4.798954,104.5083,3.440313,315.2212,10.37677,108.7697,10.33727,141.0647,10.50495
1791,352,54266,0.1146076,0,313.7819,5.328168,1520.413,13.20827,468.8773,5.982918,18.26319,2.719866,18.06904,2.568575,99.56087,2.721987,300.2986,8.210135,63.91801,5.941516,48.86791,5.940026
2002,534,53471,0.09122871,0,34.65828,2.722712,505.4511,6.607591,158.5763,3.844653,31.44481,2.591995,25.25648,2.318137,29.94514,1.075336,90.32145,3.243457,70.36858,4.607649,65.23617,4.699336
2134,268,53876,0.2622485,0,32.98663,3.083152,708.0932,5.979578,221.3538,4.001177,119.0485,4.095366,100.2376,4.484236,159.0019,1.96219,479.5865,5.918412,222.7175,7.178557,226.6245,7.207509
268,504,51633,0.06550524,0,33.76291,4.043121,2528.451,16.17498,852.6138,8.289742,555.7665,6.65086,370.8055,5.792847,436.1133,3.174613,1315.418,9.575356,524.4456,15.34415,661.8428,15.67303
394,429,51913,0.1346495,0,19.97816,1.587339,464.5765,2.926793,140.8325,1.968241,72.46481,1.93542,57.60397,1.815585,107.5462,0.7024861,324.3841,2.118858,92.16174,3.31028,83.07776,3.241246
509,287,52374,0.09768379,0,35.51186,3.922749,1220.662,10.66617,398.6714,6.301624,168.7852,5.329442,125.7486,4.46143,165.9347,2.152573,500.4973,6.492649,352.0616,14.15541,355.4501,14.33545
710,483,52203,0.1079617,0,25.21916,4.562977,1407.367,12.11128,466.7139,7.276324,209.6212,5.629716,167.1056,5.195323,328.7114,3.317572,991.4696,10.00655,305.7738,13.22756,199.9665,12.50453
1039,258,52707,0.1510685,0,33.03541,3.355752,2196.376,16.81608,708.2953,8.151341,250.0661,4.841498,207.044,5.67758,153.2657,1.851371,462.2846,5.584157,287.3741,9.91955,343.834,10.1214
1418,53,53142,0.05289855,0,33.74668,5.324605,771.2701,10.53911,223.2782,6.622159,38.62206,4.714419,41.70579,4.717825,95.78709,2.911566,288.916,8.781945,74.48152,8.903228,67.4698,9.082202
1659,540,53224,0.1982408,0,15.65514,2.524543,355.414,4.446406,112.6062,3.367555,31.16801,3.175603,38.57405,3.474778,59.41985,1.443987,179.224,4.355393,92.56719,4.67116,83.80859,4.657032
1725,364,54266,0.2343314,0,23.88532,2.684105,169.8906,3.306805,28.30174,2.643468,78.32504,5.914959,44.63669,3.716965,75.53485,1.593956,227.8306,4.807734,63.26967,4.840049,63.64497,4.782876
1790,17,53876,0.1319522,0,54.37877,6.547833,1316.294,14.55166,385.0517,8.897997,61.68444,8.547831,43.13319,6.61726,194.0973,3.073328,585.4423,9.269857,161.7361,14.26281,87.64767,14.11658
1790,218,53876,0.2347729,0,37.5554,3.339047,736.4871,7.050359,227.1723,4.135481,149.0451,7.544443,91.38933,5.380398,212.4967,2.206535,640.9391,6.655412,273.0395,7.942111,137.7143,7.237794
2000,187,53495,0.1912078,0,35.84446,3.978069,578.5234,6.668265,166.9026,4.832793,48.68592,4.906168,54.20353,5.90099,126.9608,2.522444,382.943,7.608265,55.63239,6.861682,68.87416,6.933806
2197,358,53555,0.199555,0,17.02731,3.279363,987.2322,7.788216,295.2737,5.204423,130.9584,5.068712,114.2926,4.701949,199.8912,2.815334,602.9179,8.491687,135.4187,8.482604,123.8361,8.145205
2743,26,54259,0.2151691,0,43.32479,2.962683,764.1439,6.578325,234.6055,4.011399,68.33182,3.573651,65.63648,3.64477,104.8157,2.047734,316.1483,6.176432,79.0209,5.569285,121.0936,5.749275
2743,581,54259,0.2196604,0,79.43274,2.947209,2089.034,12.16645,669.4088,5.512154,100.9718,3.878901,88.29308,3.472236,184.4344,2.268919,556.2968,6.843577,161.6037,6.657416,216.8162,6.871717
2744,410,54272,0.1245558,0,32.1897,4.068802,1096.1,9.463891,352.3813,9.618685,114.6196,4.432994,107.2039,4.779833,205.6546,2.451623,620.3018,7.394655,128.0723,7.643147,124.6884,7.522422
2744,527,54272,0.1307761,0,30.01059,3.048101,960.8555,7.460652,300.9045,4.468329,107.0025,3.929089,127.1657,4.54552,179.6575,1.993229,541.8884,6.012032,177.4159,6.957385,96.3405,6.714796
313,243,51673,0.3210577,0,22.4624,3.44916,330.3313,3.56221,87.64961,2.671171,31.24557,5.198246,33.28143,6.204738,65.88783,2.023882,198.7329,6.104489,85.84103,4.704321,38.28368,4.599812
568,184,52254,0.1281525,0,41.2266,4.524486,496.264,6.929023,132.513,5.066525,53.29609,4.75922,59.80212,4.858131,143.1869,2.203468,431.8848,6.646162,77.03997,9.490261,96.72306,9.467875
568,325,52254,0.1536505,0,29.08232,3.469047,296.0803,5.769107,83.4386,4.088491,30.89437,4.275562,28.17381,3.455141,70.64523,1.985117,213.0823,5.987564,55.44637,5.445908,28.23198,5.43004
633,421,52079,0.1423887,0,77.40114,3.519882,705.326,6.584817,233.1129,4.252611,36.21091,2.575467,31.90371,2.544573,84.36662,1.396345,254.4692,4.211694,68.72903,5.558873,47.30412,5.431876
841,144,52375,0.1012381,0,14.24265,2.774497,169.3868,4.085735,41.16858,3.341426,18.93182,2.377391,15.9517,2.228767,28.76236,1.158756,86.75391,3.495073,27.77488,4.613157,24.22484,4.568702
912,503,52427,0.207877,0,17.08025,2.852846,329.8988,4.345693,101.6625,3.227615,31.13824,2.911455,32.35721,2.989402,49.00101,1.512857,147.7984,4.563122,53.13712,5.409193,38.43174,5.2301
913,6,52433,0.101069,0,14.17004,1.686542,387.047,4.370559,124.0382,2.876061,28.41191,1.352974,27.00143,1.27634,19.33727,0.6266708,58.32567,1.890182,51.19294,3.444705,57.48444,3.504292
976,619,52413,0.1015794,0,36.99395,3.968856,1053.692,9.303473,325.639,6.164384,140.45,4.699441,117.0757,4.307845,179.7086,2.685627,542.0425,8.100463,113.0284,7.488838,146.3569,7.579066
1287,33,52728,0.07453756,0,69.50931,6.766285,1909.568,18.6877,557.4073,10.30236,169.7729,6.825694,133.2846,6.80795,373.1164,5.390663,1125.405,16.25947,161.6951,12.83251,112.7187,12.88363
1791,64,54266,0.1649383,0,26.6806,4.328047,1052.66,9.389155,323.9421,6.276943,69.11954,4.779675,64.58073,4.087389,137.1788,2.039273,413.763,6.15091,90.36812,8.11265,71.99207,7.818525
1924,264,53330,0.121693,0,26.99989,2.99042,708.5621,7.336941,211.3319,4.432283,106.126,3.372368,91.35043,3.186658,100.4979,1.571951,303.1249,4.741363,127.6337,6.614463,168.0422,6.820735
2132,327,53493,0.1676902,0,33.19574,4.255794,366.1432,9.105309,95.42744,6.046586,32.45393,4.314134,28.90022,5.505691,84.57671,2.16392,255.1029,6.526875,74.34772,9.242248,58.33371,8.906137
2133,116,53917,0.3545633,0,21.3421,3.220176,763.6013,5.920941,217.0484,3.338553,49.61583,6.283755,55.01571,5.717077,71.86129,3.324125,216.7502,10.02632,106.2552,6.206517,64.1744,6.011885
2198,514,53918,0.1624827,0,51.62962,2.999775,1232.808,9.930322,394.8255,5.595523,71.53569,3.136085,65.36748,2.95392,68.9334,1.551241,207.9191,4.678897,126.3832,5.617715,116.836,5.56063
2746,633,54232,0.05523665,0,163.4538,6.290051,2429.586,19.61333,746.3503,10.34399,204.7262,6.391744,156.1271,6.167295,331.6157,5.081804,1000.229,15.32788,215.4098,12.53173,232.5745,12.68632
2747,566,54233,0.0812296,0,26.83965,3.978126,216.9903,4.939507,56.04689,4.003795,62.37677,3.668395,51.27561,4.497111,135.8144,2.321465,409.6475,7.002066,79.69685,6.946499,63.08204,6.80473
2749,602,54241,0.1495814,0,31.07596,2.977659,627.8655,6.750927,199.025,4.415066,74.9839,4.548259,57.47295,3.234047,108.4559,1.868222,327.128,5.634982,70.18519,4.896937,81.36546,4.914975
2750,86,54242,0.2584745,0,39.46469,3.451016,1013.601,8.209287,309.6301,4.936355,36.01727,4.070091,40.1678,4.224818,64.56963,2.165724,194.7569,6.532315,100.666,7.227169,63.52056,7.132027
2751,575,54243,0.1180205,0,34.67921,6.446574,800.207,11.36905,176.1371,7.458879,312.3358,8.032839,243.6766,7.708981,457.5787,6.695635,1380.163,20.19556,408.5791,12.4294,232.5987,11.69814
2752,313,54533,0.08560693,0,34.19333,4.163458,835.7073,9.934103,257.6594,5.679493,67.53698,3.221569,51.86681,3.068856,66.40765,1.751017,200.3008,5.281465,178.8012,8.164382,137.8986,7.921238
375,455,52140,0.1126439,0,22.22878,3.363173,298.893,6.081262,91.93069,3.848928,15.13139,3.011424,16.32636,2.490514,37.00956,1.385442,111.6294,4.178808,33.61177,4.951474,29.15808,5.00534
420,248,51871,0.1376489,0,102.2638,4.650982,902.9749,10.171,277.7867,5.979716,21.5572,3.763123,26.70338,3.505155,35.3591,2.15292,106.6512,6.493697,51.93884,6.189901,49.71179,6.21645
552,279,51992,0.3201881,0,34.22366,2.393209,968.6712,5.053314,306.9139,2.892634,55.20398,5.980663,40.65394,7.419682,79.52269,1.422545,239.8588,4.29072,99.42827,3.783061,149.4578,4.019326
552,440,51992,0.1348224,0,74.09859,2.449426,637.0724,4.978331,180.2137,3.025443,21.69579,2.554031,18.13985,2.205456,83.63223,1.41038,252.2541,4.254026,27.86475,3.749276,37.41219,3.734476
