plate,fiberid,z,T_e,N_e,chi2,chi2_red,dof,success,hit_bound
1838.0,552.0,0.2133969,31659.65569926404,130.1048822840108,1.9745495325761009,1.9745495325761009,1,True,False
2600.0,608.0,0.1478168,27154.45375400788,1251.7204908236756,1.4984236432699707,1.4984236432699707,1,True,False
1059.0,628.0,0.06183716,27331.740989634884,699.7141754865606,0.042161626182652144,0.042161626182652144,1,True,False
1452.0,557.0,0.1376694,27824.15844892846,660.076515883727,0.2644625874796311,0.2644625874796311,1,True,False
1834.0,341.0,0.1740427,17366.61311560462,681.2615209377176,0.21908842475191406,0.21908842475191406,1,True,False
1834.0,638.0,0.2317383,26745.808164104244,312.35605339429685,1.1358787816153626,1.1358787816153626,1,True,False
2128.0,171.0,0.1178776,44619.968110821166,770.2382743761997,4.180730374318542,4.180730374318542,1,True,False
2610.0,281.0,0.2152578,36947.43487696707,542.8314772115264,1.4114024956221938,1.4114024956221938,1,True,False
353.0,498.0,0.2737246,34498.27165050151,3824.2942299589495,0.2953486255728689,0.2953486255728689,1,True,False
475.0,568.0,0.05690337,32467.542644277964,483.3775907144946,0.2708276552482054,0.2708276552482054,1,True,False
547.0,93.0,0.2385799,34747.34435689049,15.598209876857183,0.03766680706714236,0.03766680706714236,1,True,False
751.0,509.0,0.06786882,27235.458420325216,1047.1875216412645,1.7259267165157897,1.7259267165157897,1,True,False
2615.0,462.0,0.1313441,39307.17633335621,919.0140682494601,0.1109584277329116,0.1109584277329116,1,True,False
288.0,111.0,0.2119447,34839.88910411936,500.189053072139,0.4068540930223214,0.4068540930223214,1,True,False
613.0,454.0,0.1284863,23401.361033604007,899.8217824067101,0.13974358246968271,0.13974358246968271,1,True,False
755.0,322.0,0.1540352,13409.192758091098,195.0940414387879,0.6506921885711582,0.6506921885711582,1,True,False
1328.0,33.0,0.1310712,20766.52109598763,1383.2532956575767,1.1620825848395373,1.1620825848395373,1,True,False
1328.0,553.0,0.1319314,20897.531903331153,508.5214176107397,0.2020108744659506,0.2020108744659506,1,True,False
1467.0,193.0,0.121841,26339.80295513403,1752.4520122267063,1.9678583479461362,1.9678583479461362,1,True,False
1189.0,117.0,0.09382417,26855.76773134567,299.03186593152833,3.7461769716236994,3.7461769716236994,1,True,False
1415.0,144.0,0.1534853,29547.22103693502,938.3309193981747,4.622396199363932,4.622396199363932,1,True,False
1717.0,331.0,0.03039338,45885.959273163484,936.0881078130442,0.0011239426043436005,0.0011239426043436005,1,True,False
1848.0,252.0,0.09733252,19281.451922086402,778.2249804812592,0.4496006299180917,0.4496006299180917,1,True,False
2127.0,262.0,0.1907676,13882.499435915814,237.73029175520037,0.36185978230198806,0.36185978230198806,1,True,False
2641.0,223.0,0.1574399,22303.006757640163,475.7351234023157,3.7190405866564586,3.7190405866564586,1,True,False
269.0,276.0,0.1227426,37144.29170972253,673.5721043763212,0.9952346093143936,0.9952346093143936,1,True,False
269.0,498.0,0.1227516,29573.354842846435,501.9650053969823,4.344033964578447,4.344033964578447,1,True,False
