plate,fiberid,z,T_e,N_e,chi2,chi2_red,dof,success,hit_bound
411.0,513.0,0.04444674,44266.127846362426,1021.7803698462964,1.789387171847727,1.789387171847727,1,True,False
541.0,225.0,0.3342878,16786.066735514738,149.7688842037838,0.34440397335270057,0.34440397335270057,1,True,False
880.0,119.0,0.2913734,28418.91189664994,4541.976861630572,0.12067416777725377,0.12067416777725377,1,True,False
880.0,337.0,0.02645922,13438.3153130428,3261.7881254837075,2.790745441270914,2.790745441270914,1,True,False
1230.0,106.0,0.1927603,21013.383188046988,677.7408639302993,0.09393089581453037,0.09393089581453037,1,True,False
1450.0,130.0,0.2421032,25347.984528315625,1099.1122702220366,2.267125304378253,2.267125304378253,1,True,False
1450.0,273.0,0.1512401,31734.596447020933,889.1991271405534,3.3388897179819295,3.3388897179819295,1,True,False
1617.0,56.0,0.3158003,17929.61420888343,775.4594593517833,2.2912592341143725,2.2912592341143725,1,True,False
1617.0,309.0,0.1492366,19001.880729136392,327.3738668979785,0.734444326767199,0.734444326767199,1,True,False
1754.0,133.0,0.09136485,22320.276769897817,804.2879185729181,0.3058246748086083,0.3058246748086083,1,True,False
1819.0,36.0,0.04203439,24933.666682871677,830.9199328677399,1.424121323894561,1.424121323894561,1,True,False
1956.0,30.0,0.08878648,22670.102937814274,1342.8420017940502,0.27110518130087496,0.27110518130087496,1,True,False
2027.0,53.0,0.1282616,12728.359695481482,1004.7650444643953,2.9148542297516027,2.9148542297516027,1,True,False
2096.0,228.0,0.1279814,26867.835127723243,548.9247477292159,0.020705556759530494,0.020705556759530494,1,True,False
2948.0,605.0,0.08740342,33326.82997441994,820.9095533133881,3.3984768898901327,3.3984768898901327,1,True,False
2950.0,23.0,0.04573886,23178.049045251682,648.1039517485187,0.41716888163184124,0.41716888163184124,1,True,False
2952.0,406.0,0.1244964,36446.74453410314,255.48359992760805,0.1939330228040086,0.1939330228040086,1,True,False
300.0,272.0,0.2447907,33507.36522042832,317.18643680925476,2.1719865649336194,2.1719865649336194,1,True,False
814.0,208.0,0.162513,29081.08673899469,237.00224775278176,0.5942656826292744,0.5942656826292744,1,True,False
952.0,591.0,0.1745693,19684.029114650417,377.762784846447,0.07674820002905111,0.07674820002905111,1,True,False
1162.0,494.0,0.104972,44515.93117306272,530.4375442611625,0.02090589192159234,0.02090589192159234,1,True,False
1455.0,139.0,0.1520209,20111.2189063336,519.2645322991411,1.5088410944278492,1.5088410944278492,1,True,False
1620.0,392.0,0.1299742,38432.73457435961,653.3583852170691,3.3377954725488124,3.3377954725488124,1,True,False
1687.0,32.0,0.2539949,38365.76505747269,2004.7512645052893,2.254134702090934,2.254134702090934,1,True,False
2029.0,140.0,0.188547,24821.87064319374,888.6311835211736,0.0003534051087257733,0.0003534051087257733,1,True,False
2094.0,620.0,0.07737845,18390.495003023552,686.5907382573419,0.17828188878305345,0.17828188878305345,1,True,False
